,Datum,time,measurement,measurement,pressure_sample[bar],current[mA],voltage_th[mV],voltage_needle_th[mV],voltage[mV],voltage_needle[mV],R_ges / mOhm*cm²,R_bulk / mOhm*cm²,contact_area[cm2],p_Kraftsensor / ?,pressure_rounded[bar],sample_thickness[cm],parameters,[mV]_in_[V],main_resistance[mOhm],main_resistance_mean[mOhm],main_resistance_error[mOhm],flow_resistance[mOhm],flow_resistance_mean[mOhm],flow_resistance_error[mOhm],bulk_resistance[mOhm],bulk_resistance_mean[mOhm],bulk_resistance_error[mOhm],bulk_resistance_sub[mOhm],contact_resistance[mOhm],contact_resistance_mean[mOhm],contact_resistance_error[mOhm],vs_main_resistance[mOhm*cm],vs_main_resistance_mean[mOhm*cm],vs_main_resistance_error[mOhm*cm],vs_flow_resistance[mOhm*cm],vs_flow_resistance_mean[mOhm*cm],vs_flow_resistance_error[mOhm*cm],vs_bulk_resistance[mOhm*cm],vs_bulk_resistance_mean[mOhm*cm],vs_bulk_resistance_error[mOhm*cm],as_main_resistance[mOhm*cm2],as_main_resistance_mean[mOhm*cm2],as_main_resistance_error[mOhm*cm2],as_flow_resistance[mOhm*cm2],as_flow_resistance_mean[mOhm*cm2],as_flow_resistance_error[mOhm*cm2],as_bulk_resistance[mOhm*cm2],as_bulk_resistance_mean[mOhm*cm2],as_bulk_resistance_error[mOhm*cm2],as_contact_resistance[mOhm*cm2],as_contact_resistance_mean[mOhm*cm2],as_contact_resistance_error[mOhm*cm2],vs_main_conductance[S/cm],vs_main_conductance_mean[S/cm],vs_main_conductance_error[S/cm],vs_flow_conductance[S/cm],vs_flow_conductance_mean[S/cm],vs_flow_conductance_error[S/cm],vs_bulk_conductance[S/cm],vs_bulk_conductance_mean[S/cm],vs_bulk_conductance_error[S/cm],degradation_corr[mOhm],cycle,[mV] in [V]
327,24.06.2020,15:38:39,Referenz Freudenberg I,Referenz I (60 Zyklen),10.007832,1997.0,4.87635,4.874834,4.832179,4.828094,10.133626,10.130477,4.15,2.115717,-3558.893231,2721.778479,0.0,0.0,-37.570938,11370.610456,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,10.0,0.046,o. Nadel,0.0,2.41971908,2.42297617,0.00244739,2.41971908,2.42297617,0.00244739,0.0,0.0,0.0,0.0,1.20985954,1.21148809,0.00122369,218.30074296,218.59458961,0.22079682,218.30074296,218.59458961,0.22079682,0.0,0.0,0.0,10.04183418,10.05535112,0.01015665,10.04183418,10.05535112,0.01015665,0.0,0.0,0.0,5.02091709,5.02767556,0.00507833,4.58083645,4.57469264,0.00461966,4.58083645,4.57469264,0.00461966,inf,inf,,0.0,5.0,1000
328,24.06.2020,15:38:42,Referenz Freudenberg I,Referenz I (60 Zyklen),11.993037,499.5,1.167512,1.150053,1.123341,1.103313,9.70005,9.554994,4.15,2.535359,-3143.363641,2762.665337,0.0,0.0,-32.928422,10496.100086,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,12.0,0.046,o. Nadel,0.0,2.24893093,2.23071687,0.00655392,2.24893093,2.23071687,0.00655392,0.0,0.0,0.0,0.0,1.12446547,1.11535844,0.00327696,202.89268181,201.24945686,0.59127798,202.89268181,201.24945686,0.59127798,0.0,0.0,0.0,9.33306336,9.25747502,0.02719879,9.33306336,9.25747502,0.02719879,0.0,0.0,0.0,4.66653168,4.62873751,0.01359939,4.92871399,4.96908572,0.01454613,4.92871399,4.96908572,0.01454613,inf,inf,,0.0,5.0,1000
329,24.06.2020,15:38:47,Referenz Freudenberg I,Referenz I (60 Zyklen),12.019303,997.0,2.268884,2.267303,2.224713,2.220562,9.444201,9.437619,4.15,2.540938,-3137.167312,2771.978379,0.0,0.0,-32.859791,10296.907676,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,12.0,0.046,o. Nadel,0.0,2.23140722,2.23071687,0.00655392,2.23140722,2.23071687,0.00655392,0.0,0.0,0.0,0.0,1.11570361,1.11535844,0.00327696,201.31173848,201.24945686,0.59127798,201.31173848,201.24945686,0.59127798,0.0,0.0,0.0,9.26033997,9.25747502,0.02719879,9.26033997,9.25747502,0.02719879,0.0,0.0,0.0,4.63016998,4.62873751,0.01359939,4.96742022,4.96908572,0.01454613,4.96742022,4.96908572,0.01454613,inf,inf,,0.0,5.0,1000
330,24.06.2020,15:38:50,Referenz Freudenberg I,Referenz I (60 Zyklen),12.007826,1498.0,3.37388,3.362877,3.329709,3.316137,9.346862,9.316381,4.15,2.538601,-3139.858647,2771.912562,0.0,0.0,-32.889599,10298.315396,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,12.0,0.046,o. Nadel,0.0,2.22276969,2.23071687,0.00655392,2.22276969,2.23071687,0.00655392,0.0,0.0,0.0,0.0,1.11138485,1.11535844,0.00327696,200.53248317,201.24945686,0.59127798,200.53248317,201.24945686,0.59127798,0.0,0.0,0.0,9.22449423,9.25747502,0.02719879,9.22449423,9.25747502,0.02719879,0.0,0.0,0.0,4.61224711,4.62873751,0.01359939,4.98672327,4.96908572,0.01454613,4.98672327,4.96908572,0.01454613,inf,inf,,0.0,5.0,1000
331,24.06.2020,15:38:53,Referenz Freudenberg I,Referenz I (60 Zyklen),12.010547,1997.0,4.477031,4.475713,4.43286,4.428973,9.303794,9.301056,4.15,2.539166,-3140.234182,2771.917498,0.0,0.0,-32.893758,10298.209817,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,12.0,0.046,o. Nadel,0.0,2.21975964,2.23071687,0.00655392,2.21975964,2.23071687,0.00655392,0.0,0.0,0.0,0.0,1.10987982,1.11535844,0.00327696,200.26092399,201.24945686,0.59127798,200.26092399,201.24945686,0.59127798,0.0,0.0,0.0,9.2120025,9.25747502,0.02719879,9.2120025,9.25747502,0.02719879,0.0,0.0,0.0,4.60600125,4.62873751,0.01359939,4.9934854,4.96908572,0.01454613,4.9934854,4.96908572,0.01454613,inf,inf,,0.0,5.0,1000
332,24.06.2020,15:38:57,Referenz Freudenberg I,Referenz I (60 Zyklen),15.016679,499.5,1.049317,1.041807,1.005147,0.995066,8.718052,8.65565,4.15,3.174719,-2518.911309,2842.356097,0.0,0.0,-26.096741,8791.630737,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,15.0,0.046,o. Nadel,0.0,2.01230631,2.00489306,0.00325746,2.01230631,2.00489306,0.00325746,0.0,0.0,0.0,0.0,1.00615315,1.00244653,0.00162873,181.54502546,180.8762218,0.29387963,181.54502546,180.8762218,0.29387963,0.0,0.0,0.0,8.35107117,8.3203062,0.01351846,8.35107117,8.3203062,0.01351846,0.0,0.0,0.0,4.17553559,4.1601531,0.00675923,5.50827541,5.52868645,0.00897936,5.50827541,5.52868645,0.00897936,inf,inf,,0.0,5.0,1000
333,24.06.2020,15:39:01,Referenz Freudenberg I,Referenz I (60 Zyklen),15.008608,997.0,2.046462,2.043958,2.002291,1.997218,8.518371,8.50795,4.15,3.172868,-2515.281135,2851.860028,0.0,0.0,-26.057515,8588.355473,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,15.0,0.046,o. Nadel,0.0,2.00831595,2.00489306,0.00325746,2.00831595,2.00489306,0.00325746,0.0,0.0,0.0,0.0,1.00415797,1.00244653,0.00162873,181.18502573,180.8762218,0.29387963,181.18502573,180.8762218,0.29387963,0.0,0.0,0.0,8.33451118,8.3203062,0.01351846,8.33451118,8.3203062,0.01351846,0.0,0.0,0.0,4.16725559,4.1601531,0.00675923,5.5192199,5.52868645,0.00897936,5.5192199,5.52868645,0.00897936,inf,inf,,0.0,5.0,1000
334,24.06.2020,15:39:04,Referenz Freudenberg I,Referenz I (60 Zyklen),15.0129,1497.0,3.038863,3.033921,2.994692,2.987181,8.424369,8.41067,4.15,3.173851,-2514.717833,2851.662578,0.0,0.0,-26.051428,8592.578644,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,15.0,0.046,o. Nadel,0.0,2.00046226,2.00489306,0.00325746,2.00046226,2.00489306,0.00325746,0.0,0.0,0.0,0.0,1.00023113,1.00244653,0.00162873,180.47648631,180.8762218,0.29387963,180.47648631,180.8762218,0.29387963,0.0,0.0,0.0,8.30191837,8.3203062,0.01351846,8.30191837,8.3203062,0.01351846,0.0,0.0,0.0,4.15095919,4.1601531,0.00675923,5.54088802,5.52868645,0.00897936,5.54088802,5.52868645,0.00897936,inf,inf,,0.0,5.0,1000
335,24.06.2020,15:39:08,Referenz Freudenberg I,Referenz I (60 Zyklen),15.013677,1997.0,4.035151,4.028562,3.99098,3.981822,8.385516,8.371825,4.15,3.174075,-2514.530065,2851.670805,0.0,0.0,-26.049399,8592.402678,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,15.0,0.046,o. Nadel,0.0,1.99848773,2.00489306,0.00325746,1.99848773,2.00489306,0.00325746,0.0,0.0,0.0,0.0,0.99924387,1.00244653,0.00162873,180.2983497,180.8762218,0.29387963,180.2983497,180.8762218,0.29387963,0.0,0.0,0.0,8.29372409,8.3203062,0.01351846,8.29372409,8.3203062,0.01351846,0.0,0.0,0.0,4.14686204,4.1601531,0.00675923,5.54636247,5.52868645,0.00897936,5.54636247,5.52868645,0.00897936,inf,inf,,0.0,5.0,1000
336,24.06.2020,15:39:11,Referenz Freudenberg I,Referenz I (60 Zyklen),17.968647,499.5,0.957212,0.959321,0.913042,0.91258,7.952816,7.970332,4.15,3.798765,-1897.650967,2923.032648,0.0,0.0,-19.461857,7066.076746,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,18.0,0.046,o. Nadel,0.0,1.82791191,1.82940912,0.00097447,1.82791191,1.82940912,0.00097447,0.0,0.0,0.0,0.0,0.91395596,0.91470456,0.00048723,164.90944423,165.04451829,0.08791391,164.90944423,165.04451829,0.08791391,0.0,0.0,0.0,7.58583443,7.59204784,0.00404404,7.58583443,7.59204784,0.00404404,0.0,0.0,0.0,3.79291722,3.79602392,0.00202202,6.06393409,6.05897646,0.00322718,6.06393409,6.05897646,0.00322718,inf,inf,,0.0,5.0,1000
337,24.06.2020,15:39:15,Referenz Freudenberg I,Referenz I (60 Zyklen),18.001491,998.0,1.872003,1.873057,1.827832,1.826316,7.78438,7.788763,4.15,3.805623,-1882.754738,2932.737344,0.0,0.0,-19.304658,6858.507432,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,18.0,0.046,o. Nadel,0.0,1.83149499,1.82940912,0.00097447,1.83149499,1.82940912,0.00097447,0.0,0.0,0.0,0.0,0.91574749,0.91470456,0.00048723,165.23270018,165.04451829,0.08791391,165.23270018,165.04451829,0.08791391,0.0,0.0,0.0,7.60070421,7.59204784,0.00404404,7.60070421,7.59204784,0.00404404,0.0,0.0,0.0,3.8003521,3.79602392,0.00202202,6.0520708,6.05897646,0.00322718,6.0520708,6.05897646,0.00322718,inf,inf,,0.0,5.0,1000
338,24.06.2020,15:39:19,Referenz Freudenberg I,Referenz I (60 Zyklen),17.99975,1498.0,2.786463,2.783169,2.742293,2.736429,7.719508,7.710382,4.15,3.805294,-1886.197143,2932.6633,0.0,0.0,-19.340977,6860.091125,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,18.0,0.046,o. Nadel,0.0,1.83063618,1.82940912,0.00097447,1.83063618,1.82940912,0.00097447,0.0,0.0,0.0,0.0,0.91531809,0.91470456,0.00048723,165.15522073,165.04451829,0.08791391,165.15522073,165.04451829,0.08791391,0.0,0.0,0.0,7.59714015,7.59204784,0.00404404,7.59714015,7.59204784,0.00404404,0.0,0.0,0.0,3.79857008,3.79602392,0.00202202,6.05491001,6.05897646,0.00322718,6.05491001,6.05897646,0.00322718,inf,inf,,0.0,5.0,1000
339,24.06.2020,15:39:22,Referenz Freudenberg I,Referenz I (60 Zyklen),17.994649,1997.0,3.693875,3.687023,3.649704,3.640283,7.676305,7.662066,4.15,3.804219,-1889.639549,2932.673172,0.0,0.0,-19.377302,6859.879966,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,18.0,0.046,o. Nadel,0.0,1.82759339,1.82940912,0.00097447,1.82759339,1.82940912,0.00097447,0.0,0.0,0.0,0.0,0.9137967,0.91470456,0.00048723,164.88070802,165.04451829,0.08791391,164.88070802,165.04451829,0.08791391,0.0,0.0,0.0,7.58451257,7.59204784,0.00404404,7.58451257,7.59204784,0.00404404,0.0,0.0,0.0,3.79225628,3.79602392,0.00202202,6.06499094,6.05897646,0.00322718,6.06499094,6.05897646,0.00322718,inf,inf,,0.0,5.0,1000
340,24.06.2020,15:39:25,Referenz Freudenberg I,Referenz I (60 Zyklen),19.967195,499.5,0.918341,0.913993,0.87417,0.867253,7.629862,7.593735,4.15,4.221474,-1481.870916,2974.583734,0.0,0.0,-15.106109,5963.474059,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,20.0,0.046,o. Nadel,0.0,1.75009009,1.73873699,0.00379749,1.75009009,1.73873699,0.00379749,0.0,0.0,0.0,0.0,0.87504505,0.8693685,0.00189874,157.88856248,156.86431554,0.3425994,157.88856248,156.86431554,0.3425994,0.0,0.0,0.0,7.26287387,7.21575851,0.01575957,7.26287387,7.21575851,0.01575957,0.0,0.0,0.0,3.63143694,3.60787926,0.00787979,6.333581,6.37502702,0.0138641,6.333581,6.37502702,0.0138641,inf,inf,,0.0,5.0,1000
341,24.06.2020,15:39:30,Referenz Freudenberg I,Referenz I (60 Zyklen),19.980056,997.0,1.774298,1.785168,1.730127,1.738428,7.385492,7.430741,4.15,4.223956,-1470.542271,2984.591203,0.0,0.0,-14.988343,5749.428872,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,20.0,0.046,o. Nadel,0.0,1.735333,1.73873699,0.00379749,1.735333,1.73873699,0.00379749,0.0,0.0,0.0,0.0,0.8676665,0.8693685,0.00189874,156.55721621,156.86431554,0.3425994,156.55721621,156.86431554,0.3425994,0.0,0.0,0.0,7.20163195,7.21575851,0.01575957,7.20163195,7.21575851,0.01575957,0.0,0.0,0.0,3.60081597,3.60787926,0.00787979,6.38744112,6.37502702,0.0138641,6.38744112,6.37502702,0.0138641,inf,inf,,0.0,5.0,1000
342,24.06.2020,15:39:33,Referenz Freudenberg I,Referenz I (60 Zyklen),19.966728,1498.0,2.643892,2.646725,2.599721,2.599985,7.324534,7.332382,4.15,4.221208,-1474.422801,2984.476023,0.0,0.0,-15.028677,5751.892398,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,20.0,0.046,o. Nadel,0.0,1.73546128,1.73873699,0.00379749,1.73546128,1.73873699,0.00379749,0.0,0.0,0.0,0.0,0.86773064,0.8693685,0.00189874,156.56878955,156.86431554,0.3425994,156.56878955,156.86431554,0.3425994,0.0,0.0,0.0,7.20216432,7.21575851,0.01575957,7.20216432,7.21575851,0.01575957,0.0,0.0,0.0,3.60108216,3.60787926,0.00787979,6.38696897,6.37502702,0.0138641,6.38696897,6.37502702,0.0138641,inf,inf,,0.0,5.0,1000
343,24.06.2020,15:39:36,Referenz Freudenberg I,Referenz I (60 Zyklen),19.971938,1997.0,3.507096,3.514804,3.462925,3.468064,7.288156,7.304175,4.15,4.222296,-1476.237888,2984.497413,0.0,0.0,-15.047545,5751.434886,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,20.0,0.046,o. Nadel,0.0,1.7340636,1.73873699,0.00379749,1.7340636,1.73873699,0.00379749,0.0,0.0,0.0,0.0,0.8670318,0.8693685,0.00189874,156.44269393,156.86431554,0.3425994,156.44269393,156.86431554,0.3425994,0.0,0.0,0.0,7.19636392,7.21575851,0.01575957,7.19636392,7.21575851,0.01575957,0.0,0.0,0.0,3.59818196,3.60787926,0.00787979,6.39211698,6.37502702,0.0138641,6.39211698,6.37502702,0.0138641,inf,inf,,0.0,5.0,1000
344,24.06.2020,15:39:39,Referenz Freudenberg I,Referenz I (60 Zyklen),20.983913,499.5,0.900882,0.895348,0.856711,0.848608,7.484807,7.438827,4.15,4.436272,-1274.012175,3005.032314,0.0,0.0,-12.952877,5312.22325,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,21.0,0.046,o. Nadel,0.0,1.71513714,1.70107066,0.00505735,1.71513714,1.70107066,0.00505735,0.0,0.0,0.0,0.0,0.85756857,0.85053533,0.00252868,154.73519824,153.46615761,0.4562613,154.73519824,153.46615761,0.4562613,0.0,0.0,0.0,7.11781912,7.05944325,0.02098802,7.11781912,7.05944325,0.02098802,0.0,0.0,0.0,3.55890956,3.52972162,0.01049401,6.46265369,6.51626679,0.01930637,6.46265369,6.51626679,0.01930637,inf,inf,,0.0,5.0,1000
345,24.06.2020,15:39:44,Referenz Freudenberg I,Referenz I (60 Zyklen),20.979652,997.0,1.739643,1.74017,1.695472,1.69343,7.241242,7.243436,4.15,4.435328,-1262.871297,3015.136872,0.0,0.0,-12.837915,5096.101463,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,21.0,0.046,o. Nadel,0.0,1.70057372,1.70107066,0.00505735,1.70057372,1.70107066,0.00505735,0.0,0.0,0.0,0.0,0.85028686,0.85053533,0.00252868,153.42132484,153.46615761,0.4562613,153.42132484,153.46615761,0.4562613,0.0,0.0,0.0,7.05738094,7.05944325,0.02098802,7.05738094,7.05944325,0.02098802,0.0,0.0,0.0,3.52869047,3.52972162,0.01049401,6.51799873,6.51626679,0.01930637,6.51799873,6.51626679,0.01930637,inf,inf,,0.0,5.0,1000
346,24.06.2020,15:39:47,Referenz Freudenberg I,Referenz I (60 Zyklen),20.975593,1498.0,2.577877,2.583411,2.533706,2.536671,7.141648,7.15698,4.15,4.434335,-1266.188525,3015.05131,0.0,0.0,-12.87214,5097.931513,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,21.0,0.046,o. Nadel,0.0,1.69139252,1.70107066,0.00505735,1.69139252,1.70107066,0.00505735,0.0,0.0,0.0,0.0,0.84569626,0.85053533,0.00252868,152.59302113,153.46615761,0.4562613,152.59302113,153.46615761,0.4562613,0.0,0.0,0.0,7.01927897,7.05944325,0.02098802,7.01927897,7.05944325,0.02098802,0.0,0.0,0.0,3.50963949,3.52972162,0.01049401,6.55337965,6.51626679,0.01930637,6.55337965,6.51626679,0.01930637,inf,inf,,0.0,5.0,1000
347,24.06.2020,15:39:50,Referenz Freudenberg I,Referenz I (60 Zyklen),20.969979,1997.0,3.433438,3.428102,3.389267,3.381361,7.135087,7.123997,4.15,4.4333,-1266.814417,3015.03321,0.0,0.0,-12.878598,5098.318638,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,21.0,0.046,o. Nadel,0.0,1.69717927,1.70107066,0.00505735,1.69717927,1.70107066,0.00505735,0.0,0.0,0.0,0.0,0.84858963,0.85053533,0.00252868,153.11508622,153.46615761,0.4562613,153.11508622,153.46615761,0.4562613,0.0,0.0,0.0,7.04329397,7.05944325,0.02098802,7.04329397,7.05944325,0.02098802,0.0,0.0,0.0,3.52164698,3.52972162,0.01049401,6.53103508,6.51626679,0.01930637,6.53103508,6.51626679,0.01930637,inf,inf,,0.0,5.0,1000
348,24.06.2020,15:39:54,Referenz Freudenberg I,Referenz I (60 Zyklen),24.003697,499.5,0.841324,0.849757,0.797153,0.803016,6.989976,7.06004,4.15,5.074339,-640.421639,3081.375199,0.0,0.0,-6.485095,3679.360079,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,24.0,0.046,o. Nadel,0.0,1.5959019,1.59127973,0.00298905,1.5959019,1.59127973,0.00298905,0.0,0.0,0.0,0.0,0.79795095,0.79563987,0.00149453,143.97810637,143.56110612,0.26966456,143.97810637,143.56110612,0.26966456,0.0,0.0,0.0,6.62299289,6.60381088,0.01240457,6.62299289,6.60381088,0.01240457,0.0,0.0,0.0,3.31149645,3.30190544,0.00620228,6.94550043,6.96574871,0.01308962,6.94550043,6.96574871,0.01308962,inf,inf,,0.0,5.0,1000
349,24.06.2020,15:39:58,Referenz Freudenberg I,Referenz I (60 Zyklen),23.971039,997.0,1.63614,1.635218,1.591969,1.588478,6.810413,6.806574,4.15,5.068007,-634.851199,3091.553825,0.0,0.0,-6.428851,3461.654085,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,24.0,0.046,o. Nadel,0.0,1.59675928,1.59127973,0.00298905,1.59675928,1.59127973,0.00298905,0.0,0.0,0.0,0.0,0.79837964,0.79563987,0.00149453,144.05545659,143.56110612,0.26966456,144.05545659,143.56110612,0.26966456,0.0,0.0,0.0,6.626551,6.60381088,0.01240457,6.626551,6.60381088,0.01240457,0.0,0.0,0.0,3.3132755,3.30190544,0.00620228,6.94177106,6.96574871,0.01308962,6.94177106,6.96574871,0.01308962,inf,inf,,0.0,5.0,1000
350,24.06.2020,15:40:01,Referenz Freudenberg I,Referenz I (60 Zyklen),23.98474,1497.0,2.421074,2.426872,2.376904,2.380132,6.711729,6.727802,4.15,5.070614,-634.976377,3091.598252,0.0,0.0,-6.430115,3460.703864,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,24.0,0.046,o. Nadel,0.0,1.58777822,1.59127973,0.00298905,1.58777822,1.59127973,0.00298905,0.0,0.0,0.0,0.0,0.79388911,0.79563987,0.00149453,143.24520926,143.56110612,0.26966456,143.24520926,143.56110612,0.26966456,0.0,0.0,0.0,6.58927963,6.60381088,0.01240457,6.58927963,6.60381088,0.01240457,0.0,0.0,0.0,3.29463981,3.30190544,0.00620228,6.98103626,6.96574871,0.01308962,6.98103626,6.96574871,0.01308962,inf,inf,,0.0,5.0,1000
351,24.06.2020,15:40:05,Referenz Freudenberg I,Referenz I (60 Zyklen),23.952361,1997.0,3.208776,3.222084,3.164605,3.175344,6.668212,6.695869,4.15,5.063812,-639.920925,3091.578506,0.0,0.0,-6.480038,3461.126184,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,24.0,0.046,o. Nadel,0.0,1.58467952,1.59127973,0.00298905,1.58467952,1.59127973,0.00298905,0.0,0.0,0.0,0.0,0.79233976,0.79563987,0.00149453,142.96565228,143.56110612,0.26966456,142.96565228,143.56110612,0.26966456,0.0,0.0,0.0,6.57642001,6.60381088,0.01240457,6.57642001,6.60381088,0.01240457,0.0,0.0,0.0,3.28821,3.30190544,0.00620228,6.99468707,6.96574871,0.01308962,6.99468707,6.96574871,0.01308962,inf,inf,,0.0,5.0,1000
352,24.06.2020,15:40:08,Referenz Freudenberg I,Referenz I (60 Zyklen),26.993756,499.5,0.790528,0.79593,0.746357,0.74919,6.567947,6.612832,4.15,5.706711,-14.5921,3158.238221,0.0,0.0,-0.231036,2035.371923,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,27.0,0.046,o. Nadel,0.0,1.49420821,1.49585326,0.00116388,1.49420821,1.49585326,0.00116388,0.0,0.0,0.0,0.0,0.7471041,0.74792663,0.00058194,134.80356661,134.95197892,0.10500199,134.80356661,134.95197892,0.10500199,0.0,0.0,0.0,6.20096406,6.20779103,0.00483009,6.20096406,6.20779103,0.00483009,0.0,0.0,0.0,3.10048203,3.10389552,0.00241505,7.41820135,7.4100567,0.00576282,7.41820135,7.4100567,0.00576282,inf,inf,,0.0,5.0,1000
353,24.06.2020,15:40:12,Referenz Freudenberg I,Referenz I (60 Zyklen),26.982061,997.0,1.538435,1.548779,1.494264,1.502039,6.403717,6.446773,4.15,5.704242,-4.390058,3168.826585,0.0,0.0,-0.130146,1808.902239,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,27.0,0.046,o. Nadel,0.0,1.49876028,1.49585326,0.00116388,1.49876028,1.49585326,0.00116388,0.0,0.0,0.0,0.0,0.74938014,0.74792663,0.00058194,135.21424273,134.95197892,0.10500199,135.21424273,134.95197892,0.10500199,0.0,0.0,0.0,6.21985517,6.20779103,0.00483009,6.21985517,6.20779103,0.00483009,0.0,0.0,0.0,3.10992758,3.10389552,0.00241505,7.3956706,7.4100567,0.00576282,7.3956706,7.4100567,0.00576282,inf,inf,,0.0,5.0,1000
354,24.06.2020,15:40:16,Referenz Freudenberg I,Referenz I (60 Zyklen),26.962761,1498.0,2.286211,2.285948,2.24204,2.239207,6.333629,6.332899,4.15,5.700267,-8.020232,3168.681787,0.0,0.0,-0.166042,1811.999261,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,27.0,0.046,o. Nadel,0.0,1.49668892,1.49585326,0.00116388,1.49668892,1.49585326,0.00116388,0.0,0.0,0.0,0.0,0.74834446,0.74792663,0.00058194,135.02736983,134.95197892,0.10500199,135.02736983,134.95197892,0.10500199,0.0,0.0,0.0,6.21125901,6.20779103,0.00483009,6.21125901,6.20779103,0.00483009,0.0,0.0,0.0,3.10562951,3.10389552,0.00241505,7.40590594,7.4100567,0.00576282,7.40590594,7.4100567,0.00576282,inf,inf,,0.0,5.0,1000
355,24.06.2020,15:40:19,Referenz Freudenberg I,Referenz I (60 Zyklen),26.964938,1997.0,3.027201,3.045385,2.98303,2.998645,6.290879,6.328667,4.15,5.700628,-12.21371,3168.744313,0.0,0.0,-0.207513,1810.661911,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,27.0,0.046,o. Nadel,0.0,1.49375563,1.49585326,0.00116388,1.49375563,1.49585326,0.00116388,0.0,0.0,0.0,0.0,0.74687782,0.74792663,0.00058194,134.7627365,134.95197892,0.10500199,134.7627365,134.95197892,0.10500199,0.0,0.0,0.0,6.19908588,6.20779103,0.00483009,6.19908588,6.20779103,0.00483009,0.0,0.0,0.0,3.09954294,3.10389552,0.00241505,7.4204489,7.4100567,0.00576282,7.4204489,7.4100567,0.00576282,inf,inf,,0.0,5.0,1000
356,24.06.2020,15:40:22,Referenz Freudenberg I,Referenz I (60 Zyklen),29.990016,499.5,0.755478,0.755478,0.711307,0.708737,6.276741,6.276741,4.15,6.34019,612.426698,3233.250314,0.0,0.0,5.908971,430.972459,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,30.0,0.046,o. Nadel,0.0,1.42403804,1.42141387,0.00295288,1.42403804,1.42141387,0.00295288,0.0,0.0,0.0,0.0,0.71201902,0.71070693,0.00147644,128.47299691,128.23625094,0.26640068,128.47299691,128.23625094,0.26640068,0.0,0.0,0.0,5.90975786,5.89886754,0.01225443,5.90975786,5.89886754,0.01225443,0.0,0.0,0.0,2.95487893,2.94943377,0.00612722,7.78373685,7.79820782,0.01618436,7.78373685,7.79820782,0.01618436,inf,inf,,0.0,5.0,1000
357,24.06.2020,15:40:27,Referenz Freudenberg I,Referenz I (60 Zyklen),29.920608,997.0,1.468401,1.464975,1.42423,1.418235,6.112202,6.097941,4.15,6.325611,614.054018,3243.906166,0.0,0.0,5.924748,203.059297,-6.350103,-6.353793,6.438445,6.447273,0.044171,0.04674,0.0,30.0,0.046,o. Nadel,0.0,1.42851555,1.42141387,0.00295288,1.42851555,1.42141387,0.00295288,0.0,0.0,0.0,0.0,0.71425777,0.71070693,0.00147644,128.87694606,128.23625094,0.26640068,128.87694606,128.23625094,0.26640068,0.0,0.0,0.0,5.92833952,5.89886754,0.01225443,5.92833952,5.89886754,0.01225443,0.0,0.0,0.0,2.96416976,2.94943377,0.00612722,7.75933967,7.79820782,0.01618436,7.75933967,7.79820782,0.01618436,inf,inf,,0.0,5.0,1000
